;Australia_Total;Austria_Total;Belgium_Total;Canada_Total;Czech Republic_Total;Denmark_Total;Finland_Total;France_Total;Germany_Total;Greece_Total;Ireland_Total;Italy_Total;Japan_Total;Korea_Total;Netherlands_Total;New Zealand_Total;Norway_Total;Portugal_Total;Slovenia_Total;Spain_Total;Sweden_Total;Switzerland_Total;United Kingdom_Total;United States_Total;Australia_Foreign;Austria_Foreign;Belgium_Foreign;Canada_Foreign;Czech Republic_Foreign;Denmark_Foreign;Finland_Foreign;France_Foreign;Germany_Foreign;Greece_Foreign;Ireland_Foreign;Italy_Foreign;Japan_Foreign;Korea_Foreign;Netherlands_Foreign;New Zealand_Foreign;Norway_Foreign;Portugal_Foreign;Slovenia_Foreign;Spain_Foreign;Sweden_Foreign;Switzerland_Foreign;United Kingdom_Foreign;United States_Foreign;Australia_ForeignOfficial;Austria_ForeignOfficial;Belgium_ForeignOfficial;Canada_ForeignOfficial;Czech Republic_ForeignOfficial;Denmark_ForeignOfficial;Finland_ForeignOfficial;France_ForeignOfficial;Germany_ForeignOfficial;Greece_ForeignOfficial;Ireland_ForeignOfficial;Italy_ForeignOfficial;Japan_ForeignOfficial;Korea_ForeignOfficial;Netherlands_ForeignOfficial;New Zealand_ForeignOfficial;Norway_ForeignOfficial;Portugal_ForeignOfficial;Slovenia_ForeignOfficial;Spain_ForeignOfficial;Sweden_ForeignOfficial;Switzerland_ForeignOfficial;United Kingdom_ForeignOfficial;United States_ForeignOfficial;Australia_ForeignBank;Austria_ForeignBank;Belgium_ForeignBank;Canada_ForeignBank;Czech Republic_ForeignBank;Denmark_ForeignBank;Finland_ForeignBank;France_ForeignBank;Germany_ForeignBank;Greece_ForeignBank;Ireland_ForeignBank;Italy_ForeignBank;Japan_ForeignBank;Korea_ForeignBank;Netherlands_ForeignBank;New Zealand_ForeignBank;Norway_ForeignBank;Portugal_ForeignBank;Slovenia_ForeignBank;Spain_ForeignBank;Sweden_ForeignBank;Switzerland_ForeignBank;United Kingdom_ForeignBank;United States_ForeignBank;Australia_ForeignNonbank;Austria_ForeignNonbank;Belgium_ForeignNonbank;Canada_ForeignNonbank;Czech Republic_ForeignNonbank;Denmark_ForeignNonbank;Finland_ForeignNonbank;France_ForeignNonbank;Germany_ForeignNonbank;Greece_ForeignNonbank;Ireland_ForeignNonbank;Italy_ForeignNonbank;Japan_ForeignNonbank;Korea_ForeignNonbank;Netherlands_ForeignNonbank;New Zealand_ForeignNonbank;Norway_ForeignNonbank;Portugal_ForeignNonbank;Slovenia_ForeignNonbank;Spain_ForeignNonbank;Sweden_ForeignNonbank;Switzerland_ForeignNonbank;United Kingdom_ForeignNonbank;United States_ForeignNonbank;Australia_Domestic;Austria_Domestic;Belgium_Domestic;Canada_Domestic;Czech Republic_Domestic;Denmark_Domestic;Finland_Domestic;France_Domestic;Germany_Domestic;Greece_Domestic;Ireland_Domestic;Italy_Domestic;Japan_Domestic;Korea_Domestic;Netherlands_Domestic;New Zealand_Domestic;Norway_Domestic;Portugal_Domestic;Slovenia_Domestic;Spain_Domestic;Sweden_Domestic;Switzerland_Domestic;United Kingdom_Domestic;United States_Domestic;Australia_DomesticCentralBank;Austria_DomesticCentralBank;Belgium_DomesticCentralBank;Canada_DomesticCentralBank;Czech Republic_DomesticCentralBank;Denmark_DomesticCentralBank;Finland_DomesticCentralBank;France_DomesticCentralBank;Germany_DomesticCentralBank;Greece_DomesticCentralBank;Ireland_DomesticCentralBank;Italy_DomesticCentralBank;Japan_DomesticCentralBank;Korea_DomesticCentralBank;Netherlands_DomesticCentralBank;New Zealand_DomesticCentralBank;Norway_DomesticCentralBank;Portugal_DomesticCentralBank;Slovenia_DomesticCentralBank;Spain_DomesticCentralBank;Sweden_DomesticCentralBank;Switzerland_DomesticCentralBank;United Kingdom_DomesticCentralBank;United States_DomesticCentralBank;Australia_DomesticBank;Austria_DomesticBank;Belgium_DomesticBank;Canada_DomesticBank;Czech Republic_DomesticBank;Denmark_DomesticBank;Finland_DomesticBank;France_DomesticBank;Germany_DomesticBank;Greece_DomesticBank;Ireland_DomesticBank;Italy_DomesticBank;Japan_DomesticBank;Korea_DomesticBank;Netherlands_DomesticBank;New Zealand_DomesticBank;Norway_DomesticBank;Portugal_DomesticBank;Slovenia_DomesticBank;Spain_DomesticBank;Sweden_DomesticBank;Switzerland_DomesticBank;United Kingdom_DomesticBank;United States_DomesticBank;Australia_DomesticNonbank;Austria_DomesticNonbank;Belgium_DomesticNonbank;Canada_DomesticNonbank;Czech Republic_DomesticNonbank;Denmark_DomesticNonbank;Finland_DomesticNonbank;France_DomesticNonbank;Germany_DomesticNonbank;Greece_DomesticNonbank;Ireland_DomesticNonbank;Italy_DomesticNonbank;Japan_DomesticNonbank;Korea_DomesticNonbank;Netherlands_DomesticNonbank;New Zealand_DomesticNonbank;Norway_DomesticNonbank;Portugal_DomesticNonbank;Slovenia_DomesticNonbank;Spain_DomesticNonbank;Sweden_DomesticNonbank;Switzerland_DomesticNonbank;United Kingdom_DomesticNonbank;United States_DomesticNonbank
2011Q3;312.671;253.177;386.236;1326.112;1566.715;969.899;98.361;1806.844;2151.381;348.354;187.894;1960.179;892790.94;400457.4;396.899;71.667;1051.731;207.058;16.263;713.895;1319.324;181.475;1322.584;13857.337;151.485;195.082;188.237;310.539;475.069;382.017;72.601;876.723;1186.776;251.739;98.644;720.862;84175.455;68824.533;240.332;35.839;532.734;128.902;10.948;284.941;363.161;28.023;359.936;4802.934;85.985;53.005;59.554;94.118;69.5;148.058;23.833;423.788;588.529;114.888;58.998;115.278;22469.69;17995.497;127.442;3.924;112.419;73.106;0.423;69.515;185.579;20.107;179.612;3619.5;5.445;24.959;57.695;27.963;146.089;60.245;12.049;103.883;113.837;55.267;12.887;147.615;2661.546;15971.48;38.526;0.159;18.999;21.256;5.167;58.344;61.254;7.733;11.326;273.242;60.055000000000014;117.118;70.988;188.458;259.48;173.714;36.719;349.05199999999996;484.4100000000001;81.584;26.759000000000007;457.96899999999994;59044.219;34857.556;74.364;31.756;401.31600000000003;34.53999999999999;5.3580000000000005;157.082;116.328;0.18300000000000072;168.998;910.1920000000002;161.18599999999998;58.095;197.999;1015.5730000000001;1091.646;587.8820000000001;25.760000000000005;930.1210000000001;964.6049999999998;96.61499999999998;89.25;1239.317;808615.485;331632.867;156.567;35.828;518.997;78.156;5.315000000000001;428.954;956.163;153.452;962.6480000000001;9054.402999999998;4.536;2.331;7.065;60.58;0;1.028;0.719;36.1;11.681;14.966;2.601;85.893;84367.1;14415.1;1.738;5.605;0;2.059;0.131;32.634;0;1.202;198.275;1664.655;44.606;44.173;102.669;320.371;672.933;41.447;19.33;541.715;642.17;58.002;42.544;520.095;386150;96543.7;77.976;13.983;319;47.55;4.265;188.404;452.049;19.843;143.252;675.968;112.04399999999998;11.590999999999994;88.265;634.6220000000001;418.71299999999997;545.407;5.711000000000006;352.30600000000004;310.7539999999998;23.646999999999984;44.105000000000004;633.329;338098.385;220674.06700000004;76.85300000000001;16.240000000000002;199.99699999999996;28.54700000000001;0.9190000000000014;207.916;504.11400000000003;132.407;621.1210000000001;6713.779999999999
2011Q4;327.225;256.876;389.107;1336.885;1613.65;924.011;102.829;1830.136;2155.876;356.235;189.727;1974.013;910512.03;408061.1;401.579;70.758;810.594;201.044;17.22;743.043;1395.605;181.288;1353.765;14243.031;167.797;192.996;180.429;321.157;489.918;344.163;76.096;837.657;1220.442;263.25;102.683;691.298;85217.867;69011.05;237.6;33.91;278.655;130.106;9.562;267.085;425.831;22.758;378.296;4883.984;92.509;54.65;58.516;103.499;71.3;160.287;22.956;432.521;580.956;125.035;66.61;146.291;22345.235;18938.128;129.58;3.996;115.774;78.856;0.439;81.127;194.67;5.192;172.133;3620.6;5.544;26.35;52.242;24.835;168.913;42.585;12.139;96.36;115.618;46.757;11.974;135.403;2987.11;15174.319;35.556;0.152;9.908;20.22;4.672;47.838;49.225;10.524;11.39;277.166;69.744;111.99600000000001;69.67100000000002;192.82299999999998;249.70499999999998;141.291;41.001000000000005;308.776;523.8679999999999;91.458;24.099000000000007;409.60400000000004;59885.522;34898.603;72.46399999999998;29.761999999999997;152.97299999999998;31.03;4.451;138.11999999999998;181.93600000000004;7.042;194.77299999999997;986.2180000000005;159.42800000000003;63.87999999999997;208.67800000000003;1015.7280000000001;1123.732;579.848;26.73299999999999;992.4789999999999;935.4340000000002;92.98500000000001;87.044;1282.715;825294.1630000001;339050.05;163.979;36.848;531.9390000000001;70.93800000000002;7.6579999999999995;475.958;969.774;158.53;975.469;9359.047;11.376;2.73;7.437;62.1;0;0.475;0.719;39.661;11.785;15.112;2.563;93.916;90196.4;14404.5;1.855;3.177;0;2.13;0.161;35.313;0;1.256;249.272;1672.092;35.78;46.131;105.518;254.374;676.305;22.392;20.095;558.628;618.133;59.141;42.716;517.268;399230;90939.6;78.747;17.38;322.9;41.612;5.39;213.616;405.149;18.621;132.851;749.765;112.27200000000002;15.01899999999997;95.72300000000001;699.254;447.427;556.9809999999999;5.91899999999999;394.18999999999994;305.5160000000002;18.73200000000002;41.76499999999999;671.531;335867.76300000004;233705.94999999998;83.37700000000002;16.291;209.0390000000001;27.19600000000002;2.107;227.02900000000002;564.625;138.653;593.3460000000001;6937.19
2012Q1;340.169;261.102;404.786;1348.24;1716.204;900.37;104.698;1886.815;2187.193;281.499;194.274;2022.083;921987.7;436622.5;407.271;70.758;879.286;206.715;17.295;781.571;1366.871;183.165;1374.122;14626.868;180.576;193.426;221.645;319.603;532.058;305.517;76.604;905.747;1231.643;222.78;108.314;640.391;83278.987;70656.697;231.23;35.666;331.225;126.795;9.8;209.051;395.572;24.165;380.334;4870.201;94.504;52.197;50.266;105.646;71;161.498;22.658;430.214;597.362;161.074;75.462;140.782;25802.143;20742.351;127.532;4.011;112.142;81.911;0.701;81.22;188.326;15.623;182.214;3722.6;4.964;29.038;51.421;25.717;137.09;33.731;13.767;107.646;89.726;24.662;11.514;138.29;2806.583;13500.927;50.027;0.145;12.078;18.847;4.064;46.181;44.467;5.117;10.67;295.814;81.10799999999999;112.19099999999999;119.95800000000003;188.24;323.96799999999996;110.28800000000001;40.179;367.88699999999994;544.5550000000001;37.04399999999999;21.33799999999999;361.31899999999996;54670.261;36413.41900000001;53.67099999999999;31.509999999999998;207.00500000000002;26.037;5.035;81.64999999999999;162.779;3.425;187.45000000000002;851.787;159.593;67.67599999999999;183.141;1028.637;1184.146;594.8530000000001;28.093999999999994;981.0680000000001;955.5500000000002;58.71900000000002;85.96000000000001;1381.692;838708.713;365965.803;176.04100000000003;35.092;548.0609999999999;79.92;7.495000000000001;572.52;971.2990000000001;159;993.788;9756.667000000001;11.317;2.994;7.717;65.45;0;0.481;0.683;46.029;11.747;14.427;2.451;96.58;87247.1;30220.4;2.343;3.16;0;2.136;0.239;36.049;0.747;1.231;303.27;1664.911;31.142;46.334;106.231;251.831;737.826;34.289;20.52;566.222;634.527;34.795;44.384;589.857;415010;101663.1;89.302;16.562;329.9;50.034;5.805;261.74;424.721;18.878;122.58;826.524;117.13399999999999;18.347999999999985;69.19299999999998;711.3559999999999;446.31999999999994;560.0830000000001;6.890999999999995;368.8170000000001;309.2760000000002;9.497000000000021;39.125000000000014;695.2550000000001;336451.613;234082.30299999999;84.39600000000003;15.369999999999997;218.16099999999994;27.750000000000007;1.4510000000000014;274.731;545.8310000000001;138.89100000000002;567.938;7265.232000000001
2012Q2;362.1;265.899;410.818;1381.622;1741.311;929.354;112.013;1922.56;2233.428;301.787;199.756;2050.71;935980.9;451425.5;417.361;74.582;857.592;212.482;17.601;810.956;1379.211;184.827;1382.839;14836.889;179.484;201.596;208.985;347.346;532.018;349.431;84.186;921.662;1265.843;244.325;113.289;628.69;87816.576;66560.876;239.194;38.293;300.815;134.189;9.699;230.92;432.229;27.469;384.578;5087.73;93.384;53.973;49.081;108.475;69.8;177.962;24.169;449.226;661.524;196.835;80.5;145.711;25676.408;22866.114;131.272;4.365;121.491;97.988;1.015;84.152;201.565;16.715;178.218;3857.9;5.078;30.221;55.126;25.596;136.837;42.355;14.981;113.042;91.858;23.438;11.189;144.598;3444.603;11974.149;64.197;0.145;9.768;18.129;4.261;44.5;53.071;6.443;12.666;298.824;81.022;117.40199999999999;104.77799999999999;213.275;325.38100000000003;129.114;45.03600000000001;359.394;512.461;24.051999999999982;21.6;338.38100000000003;58695.565;31720.613000000005;43.724999999999994;33.782999999999994;169.556;18.071999999999992;4.422999999999999;102.26799999999997;177.593;4.311000000000002;193.694;931.0059999999994;182.616;64.303;201.83299999999997;1034.276;1209.293;579.923;27.826999999999998;1000.8979999999999;967.5849999999998;57.46199999999999;86.467;1422.02;848164.324;384864.624;178.167;36.288999999999994;556.777;78.293;7.901999999999999;580.0360000000001;946.982;157.358;998.261;9749.159;10.328;3.154;7.93;70.32;0;0.387;0.689;52.769;11.928;13.237;2.454;98.258;94273.6;28650;2.74;3.193;0;2.043;0.26;35.118;1.495;1.255;324.753;1666.53;30.967;45.995;109.147;256.706;752.388;20.747;21.097;568.579;643.287;26.883;45.574;615.998;410040;102981.8;90.265;17.803;347.1;48.385;5.719;275.734;383.903;18.856;123.304;787.088;141.32100000000003;15.154000000000003;84.75599999999996;707.2500000000001;456.90499999999986;558.7890000000001;6.040999999999997;379.54999999999995;312.3699999999998;17.341999999999988;38.43900000000001;707.7639999999999;343850.72400000005;253232.82400000002;85.16199999999999;15.292999999999996;209.67700000000002;27.865000000000002;1.9229999999999992;269.184;561.584;137.247;550.2040000000001;7295.541
2012Q3;377.627;262.298;409.816;1411.519;1799.427;951.003;110.986;1902.116;2228.223;301.208;210.431;2064.832;942160.94;459893.5;423.367;75.037;881.245;215.234;17.5;823.547;1382.343;186.345;1414.144;15065.672;180.107;197.107;200.936;357.322;537.231;379.947;82.373;919.779;1249.439;241.941;121.738;642.705;91860.764;69420.763;242.216;38.582;310.945;137.177;9.188;260.21;436.723;27.596;391.381;5273.407;100.997;49.758;42.541;116.471;68.5;183.761;23.046;425.438;660.476;195.433;82.551;139.875;27759.247;24394.327;122.077;4.39;119.894;100.984;1.08;77.467;196.516;21.495;189.744;3958.1;4.701;29.961;53.896;26.238;129.509;43.946;15.83;114.97;96.279;24.511;11.079;143.425;3088.321;11320.938;42.158;0.134;9.66;18.256;4.066;45.753;54.508;3.655;12.58;312.495;74.409;117.38799999999999;104.49900000000001;214.613;339.222;152.24;43.49700000000001;379.371;492.6840000000001;21.99700000000001;28.107999999999997;359.40500000000003;61013.195999999996;33705.498;77.98100000000001;34.058;181.391;17.936999999999998;4.042000000000001;136.99;185.699;2.4459999999999993;189.05699999999996;1002.8120000000002;197.52;65.191;208.87999999999997;1054.1970000000001;1262.196;571.056;28.613;982.337;978.7839999999999;59.267000000000024;88.69300000000001;1422.127;850300.176;390472.73699999996;181.151;36.455000000000005;570.3;78.05700000000002;8.312;563.337;945.6200000000001;158.749;1022.763;9792.265;16.529;3.025;8.086;72.53;0;0.392;0.576;49.726;11.964;13.178;2.461;99.837;102859.3;22501.2;2.078;5.63;0;2.054;0.261;37.484;2.242;1.292;359.75;1648.403;43.512;46.012;109.944;250.662;776.959;9.704;21.653;569.844;660.022;29.635;46.849;624.746;402860;103114.6;90.505;16.09;343.4;48.629;5.691;260.483;393.525;18.872;113.491;844.352;137.479;16.154000000000003;90.84999999999995;731.0050000000001;485.23699999999997;560.96;6.384;362.76699999999994;306.7979999999998;16.454000000000025;39.38300000000002;697.544;344580.87599999993;264856.9369999999;88.56800000000001;14.735000000000007;226.89999999999998;27.374000000000017;2.3600000000000003;265.36999999999995;549.8530000000002;138.58499999999998;549.522;7299.509999999999
2012Q4;381.15;262.565;404.752;1427.99;1805.307;922.073;115.931;1915.835;2234.803;305.085;210.026;2055.338;950146.14;459960.7;432.723;79.069;892.884;216.747;19.431;927.813;1415.032;188.025;1447.791;15409.728;182.97;199.025;187.177;370.606;536.495;343.495;86.257;917.593;1274.998;253.545;123.166;654.271;88724.909;65143.124;243.129;41.585;305.21;141.294;11.364;333.625;479.006;30.828;408.743;5383.369;109.452;47.059;37.78;124.24;82.572;185.904;22.736;413.135;681.121;227.682;83.337;136.039;30186.182;25378.075;115.851;4.675;120.385;103.43;1.321;68.308;202.866;15.002;196.342;4032.8;4.343;30.03;53.163;25.885;140.322;34.138;12.698;122.258;101.307;23.627;10.965;149.027;2775.988;11757.226;45.546;0.15;10.42;18.193;4.18;48.264;60.379;11.117;15.503;327.546;69.175;121.936;96.234;220.481;313.601;123.453;50.823;382.2;492.57000000000005;2.2360000000000007;28.863999999999994;369.205;55762.739;28007.822999999997;81.732;36.760000000000005;174.405;19.671000000000003;5.863000000000001;217.053;215.761;4.708999999999998;196.89799999999997;1023.0229999999995;198.17999999999998;63.53999999999999;217.57500000000002;1057.384;1268.812;578.578;29.673999999999992;998.2420000000001;959.8049999999998;51.53999999999999;86.86000000000001;1401.0670000000002;861421.231;394817.576;189.59400000000002;37.484;587.674;75.453;8.067;594.188;936.026;157.197;1039.048;10026.359;20.321;3.071;8.365;75.27;0;0.618;0.629;44.58;12.126;13.066;2.464;101.258;113676.8;19597.7;1.233;7.512;0;2.046;0.273;37.602;2.989;1.291;374.949;1656.93;43.401;45.706;108.511;242.611;772.87;26.511;22.405;570.847;642.319;28.239;47.554;621.584;399520;100661.6;92.877;15.199;348.5;45.462;5.807;246.159;371.657;19.218;108.275;852.583;134.45799999999997;14.762999999999991;100.69900000000001;739.503;495.9419999999999;551.449;6.63999999999999;382.81500000000005;305.3599999999999;10.234999999999989;36.84200000000001;678.2250000000003;348224.431;274558.27599999995;95.48400000000002;14.773000000000001;239.17399999999998;27.944999999999993;1.987;310.427;561.3799999999999;136.68800000000002;555.824;7516.8460000000005
2013Q1;389.338;266.258;424.187;1458.25;1846.559;911.287;117.918;1953.497;2225.062;306.699;218.269;2102.225;958095.72;500854.6;435.73;79.965;944.798;220.127;19.329;1000.283;1518.592;188.773;1448.047;15746.942;182.492;196.075;206.76;375.511;552.285;316.389;88.976;927.459;1277.114;266.207;130.11;667.192;87359.638;68003.692;249.417;43.984;352.367;145.741;10.918;319.436;584.252;28.698;414.902;5786.344;126.554;45.791;36.232;142.486;83.235;186.434;28.981;412.288;696.274;234.181;82.602;130.998;31252.234;23304.053;131.601;4.918;138.983;104.348;1.412;63.202;261.843;19.93;193.948;4093.8;3.812;31.731;62.911;28.534;145.833;38.056;15.155;131.555;94.424;21.815;13.091;148.383;2253.871;12261.836;50.965;0.136;13.837;17.852;4.045;48.011;68.263;6.159;12.576;303.194;52.12599999999999;118.553;107.61699999999999;204.49100000000004;323.217;91.89900000000002;44.839999999999996;383.61599999999993;486.41600000000005;10.21099999999998;34.41700000000001;387.8109999999999;53853.53300000001;32437.802999999996;66.851;38.93;199.54700000000003;23.541000000000015;5.461;208.22299999999998;254.14599999999993;2.609000000000001;208.378;1389.35;206.84600000000003;70.18299999999999;217.42700000000002;1082.739;1294.274;594.898;28.942000000000007;1026.038;947.9479999999999;40.49200000000002;88.15899999999999;1435.033;870736.0819999999;432850.908;186.31300000000002;35.981;592.431;74.386;8.411000000000001;680.847;934.3400000000001;160.075;1033.145;9960.597999999998;19.736;3.265;8.279;79.3;0;0.946;0.634;45.3;12.079;13.244;30.775;102.297;125355.6;34408.4;1.083;8.474;0;2.063;0.282;37.559;4.554;1.304;374.984;1794.459;54.045;45.859;109.68;246.876;810.016;32.385;22.807;586.28;637.411;22.494;19.052;656.434;404410;112753.8;97.435;17.047;358;45.237;5.8;281.238;403.982;19.482;113.762;863.596;133.06500000000005;21.05899999999999;99.46800000000002;756.5630000000001;484.2579999999999;561.567;5.501000000000008;394.4580000000001;298.45799999999997;4.754000000000019;38.331999999999994;676.3019999999999;340970.48199999996;285688.708;87.79500000000002;10.46;234.43100000000004;27.08599999999999;2.3290000000000015;362.05;525.8040000000001;139.289;544.3990000000001;7302.542999999998
2013Q2;397.307;266.259;428.112;1488.505;1813.822;939.572;122.91;1996.16;2224.046;317.674;218.381;2143.668;971717.03;512977.1;447.475;71.822;957.909;226.31;22.077;1014.644;1545.525;189.413;1482.33;15638.473;177.267;188.781;208.891;376.375;551.947;316.395;91.238;957.348;1283.307;277.684;128.891;664.174;88911.438;68594.896;256.295;42.651;391.447;149.257;13.162;281.972;557.096;29.606;418.234;5651.727;145.968;43.308;33.721;168.381;81.565;177.382;34.998;408.23;697.637;251.739;84.167;123.932;32793.135;20482.438;145.065;5.616;158.711;105.339;1.572;57.995;314.397;19.86;200.415;4012.2;3.572;33.226;63.896;24.632;141.455;33.583;13.566;120.018;93.846;22.793;11.996;153.859;2191.674;11588.258;46.246;0.134;14.956;17.558;3.726;48.319;64.818;6.845;13.263;277.804;27.727000000000007;112.24700000000001;111.27399999999999;183.362;328.927;105.42999999999998;42.674;429.0999999999999;491.82400000000007;3.1520000000000223;32.72799999999999;386.3829999999999;53926.62899999999;36524.2;64.98400000000001;36.901;217.78;26.360000000000007;7.864;175.65799999999996;177.88100000000003;2.9010000000000025;204.55599999999998;1361.723;220.04000000000002;77.47800000000001;219.22100000000003;1112.13;1261.875;623.177;31.671999999999997;1038.8120000000001;940.7389999999998;39.98999999999995;89.49000000000001;1479.4940000000001;882805.5920000001;444382.20399999997;191.18;29.171;566.462;77.053;8.915000000000001;732.672;988.4290000000001;159.80700000000002;1064.096;9986.746;17.426;3.302;8.306;86.63;0;1.214;0.638;48.547;12.237;12.542;32.076;103.009;148041.3;37927.7;1.601;2.818;0;2.055;0.287;36.297;6.119;1.252;374.984;1928.416;47.594;46.373;110.155;249.246;747.722;38.519;24.429;584.751;627.819;21.413;20.223;689.231;385410;118925.8;98.038;16.888;341.7;46.708;5.746;303.425;397.538;26.229;118.367;782.438;155.02000000000004;27.803000000000004;100.76000000000002;776.254;514.153;583.444;6.604999999999997;405.5140000000001;300.6829999999999;6.03499999999995;37.19100000000001;687.2540000000001;349354.29200000013;287528.70399999997;91.54100000000001;9.464999999999996;224.762;28.289999999999992;2.8819999999999997;392.95;584.772;132.32600000000002;570.7450000000001;7275.891999999999
2013Q3;419.97;272.356;425.528;1505.539;1792.178;955.047;118.488;1985.416;2204.903;318.007;218.447;2136.563;977330.21;510215.8;446.67;73.798;947.295;221.014;22.127;1024.945;1551.888;189.951;1491.37;15790.321;190.009;213.455;213.48;374.051;541.387;338.267;88.132;980.508;1277.514;278.803;128.54;671.462;87136.499;67614.152;256.195;43.283;361.525;141.77;13.072;356.751;553.038;28.497;399.039;5066.134;149.702;40.928;38.204;173.234;81.256;176.026;36.169;406.476;733.781;253.452;84.446;117.35;33000.349;25724.416;139.926;5.549;161.739;104.165;1.79;54.908;290.673;19.693;201.188;4015.4;3.603;34.853;65.613;26.623;148.68;38.742;12.016;118.516;92.186;23.592;12.828;151.158;2197.234;12376.369;47.423;0.12;15.226;16.19;3.418;45.283;56.208;6.184;16.167;293.815;36.703999999999986;137.674;109.66299999999998;174.194;311.45099999999996;123.499;39.94700000000001;455.516;451.5469999999999;1.7590000000000003;31.265999999999995;402.95399999999995;51938.916;29513.367000000006;68.846;37.614000000000004;184.55999999999997;21.415000000000003;7.864;256.55999999999995;206.157;2.6199999999999983;181.684;756.9189999999999;229.96100000000004;58.90099999999998;212.04800000000003;1131.488;1250.7910000000002;616.78;30.355999999999995;1004.9079999999999;927.3889999999999;39.20400000000001;89.90700000000001;1465.101;890193.711;442601.648;190.47500000000002;30.515;585.77;79.244;9.055;668.194;998.8499999999999;161.454;1092.331;10724.187;15.442;3.634;8.335;86.93;0;0.902;0.579;47.364;12.27;12.491;31.063;103.932;167691.7;26976.9;1.39;2.77;0;1.928;0.286;37.763;7.683;1.323;374.984;2062.004;58.571;46.023;105.461;237.171;734.018;31.602;23.613;562.48;625.398;20.507;20.492;667.067;381900;115257;96.297;16.382;349.3;48.65;5.747;298.524;389.003;25.578;127.081;804.487;155.94800000000004;9.243999999999978;98.25200000000002;807.387;516.7730000000001;584.276;6.163999999999994;395.06399999999985;289.7209999999999;6.206000000000007;38.352000000000004;694.1020000000001;340602.01099999994;300367.74799999996;92.78800000000004;11.363;236.46999999999997;28.666000000000004;3.0220000000000002;331.9069999999999;602.164;134.553;590.266;7857.696000000001
2013Q4;439.698;264.761;414.476;1508.667;1840.247;924.613;123.75;2004.704;2220.281;321.257;215.242;2137.088;988964.92;503735;447.221;78.522;948.621;223.313;25.53;1025.805;1551.553;190.767;1519.787;16205.501;205.116;200.46;203.771;364.288;598.357;317.549;92.003;975.345;1289.06;278.273;124.8;670.581;90656.741;66461;247.485;44.876;360.64;147.635;15.631;377.175;582.149;29.033;422.943;5163.791;176.218;38.347;42.723;181.966;85.531;174.863;37.546;403.546;773.425;251.397;85.394;110.249;36554.728;31729.682;132.192;5.829;165.088;108.272;1.996;52.89;278.951;20.635;209.819;4054.6;3.795;36.169;60.949;24.927;158.456;27.468;14.926;115.374;91.563;24.091;10.963;144.814;2119.989;11656.058;48.401;0.114;16.158;16.198;3.432;52.185;58.538;5.899;14.245;297.543;25.103000000000023;125.944;100.099;157.395;354.37;115.21799999999998;39.531;456.42499999999995;424.072;2.785000000000032;28.44299999999999;415.51800000000003;51982.02399999999;23075.26;66.892;38.933;179.394;23.164999999999985;10.203;272.1;244.65999999999997;2.4989999999999997;198.879;811.6480000000003;234.58199999999997;64.30100000000002;210.705;1144.379;1241.89;607.0640000000001;31.747;1029.359;931.221;42.98399999999998;90.442;1466.507;898308.179;437274;199.736;33.64600000000001;587.981;75.678;9.899000000000001;648.6300000000001;969.4040000000001;161.73399999999998;1096.844;11041.71;23.504;3.352;8.32;88.25;0;0;0.683;42.944;12.438;12.251;33.342;104.196;181395.8;17260.4;1.521;2.88;0;1.92;0.289;37.852;9.248;1.323;374.991;2208.829;57.129;46.428;103.491;245.64;718.624;17.486;24.331;569.32;636.928;21.815;20.66;657.272;375280;114875.4;100.933;18.217;342.1;45.509;7.295;254.148;379.538;26.123;135.793;852.673;153.94899999999998;14.521000000000022;98.89400000000002;810.4889999999999;523.2660000000001;589.5780000000001;6.7330000000000005;417.0949999999999;281.855;8.917999999999981;36.44;705.0390000000001;341632.37899999996;305138.19999999995;97.282;12.54900000000001;245.88099999999997;28.248999999999995;2.3150000000000013;356.6300000000001;580.618;134.28799999999998;586.0600000000001;7980.208
